Second Doses Administered,First Doses Administered,Total Doses Administered,County
7320,12020,19340,Robeson
1261,2888,4149,Perquimans
8972,21128,30100,Johnston
6076,11367,17443,Randolph
493,1085,1578,Hyde
815,2045,2860,Alleghany
1972,5167,7139,Duplin
1042,1979,3021,Gates
4808,8934,13742,Haywood
2642,6932,9574,Stanly
14841,31971,46812,Missing
4592,9138,13730,Wilson
231,606,837,Tyrrell
5157,10201,15358,Wayne
1234,3123,4357,Montgomery
3303,7556,10859,Lenoir
875,4693,5568,Scotland
9488,19101,28589,Alamance
911,1822,2733,Camden
800,2651,3451,Greene
6485,13356,19841,Rowan
960,2678,3638,Northampton
2823,7336,10159,Wilkes
4230,8383,12613,Lincoln
7348,10942,18290,Caldwell
1293,2558,3851,Polk
3979,9378,13357,Surry
1903,4232,6135,Macon
553,1215,1768,Clay
3123,4431,7554,Yadkin
7280,13125,20405,Onslow
2386,6078,8464,Richmond
14856,28362,43218,Buncombe
11940,20016,31956,Union
10913,18597,29510,Cabarrus
594,1869,2463,Washington
5931,11813,17744,Harnett
5828,11486,17314,Burke
4365,8110,12475,Granville
12261,21052,33313,Gaston
1614,5083,6697,Edgecombe
3842,6676,10518,Watauga
1755,3847,5602,Hoke
1246,3980,5226,Bertie
2684,4953,7637,Person
2600,8235,10835,Beaufort
11807,18378,30185,Catawba
1921,4701,6622,Jackson
58296,123771,182067,Wake
3740,10278,14018,Cleveland
3085,7724,10809,Sampson
2398,5293,7691,Columbus
1418,2904,4322,Caswell
810,2398,3208,Yancey
3849,6929,10778,Lee
1023,3420,4443,Hertford
2924,8758,11682,Rockingham
47442,92720,140162,Mecklenburg
4843,9600,14443,Carteret
595,1802,2397,Swain
1636,2872,4508,Avery
2477,5790,8267,Vance
2357,6309,8666,Halifax
2385,5949,8334,Rutherford
4415,10340,14755,Nash
1229,2963,4192,Ashe
1818,4787,6605,Stokes
528,1298,1826,Graham
3264,7083,10347,Pender
7406,12481,19887,Craven
27454,52134,79588,Guilford
1508,3259,4767,Madison
6813,13777,20590,Chatham
13958,23862,37820,Pitt
9480,16685,26165,Moore
25223,44539,69762,Forsyth
9677,18069,27746,Iredell
1512,3829,5341,Transylvania
945,3306,4251,Martin
593,2559,3152,Warren
691,1298,1989,Jones
4211,6434,10645,Davie
20054,30845,50899,Cumberland
1925,6365,8290,Mcdowell
1744,3192,4936,Cherokee
1606,3588,5194,Chowan
14871,25718,40589,Orange
2225,4348,6573,Alexander
25122,44465,69587,Durham
8018,14199,22217,Henderson
4580,8589,13169,Pasquotank
1044,2608,3652,Pamlico
653,1602,2255,Mitchell
1685,4860,6545,Currituck
10156,24601,34757,Brunswick
9709,15227,24936,Davidson
3694,7201,10895,Franklin
3766,8232,11998,Dare
2709,4599,7308,Bladen
20714,33303,54017,New Hanover
929,2865,3794,Anson
