Second Doses Administered,First Doses Administered,Total Doses Administered,County
8325,13692,22017,Robeson
1353,2934,4287,Perquimans
13698,24834,38532,Johnston
7766,13713,21479,Randolph
732,1168,1900,Hyde
1350,2086,3436,Alleghany
2853,5697,8550,Duplin
1087,2004,3091,Gates
6021,9802,15823,Haywood
3937,7560,11497,Stanly
18982,36231,55213,Missing
5936,10684,16620,Wilson
359,638,997,Tyrrell
6150,11821,17971,Wayne
1866,3510,5376,Montgomery
4835,8423,13258,Lenoir
2368,5425,7793,Scotland
12235,22755,34990,Alamance
1017,1939,2956,Camden
1511,2832,4343,Greene
8053,14502,22555,Rowan
1329,3347,4676,Northampton
4694,8813,13507,Wilkes
6083,9581,15664,Lincoln
9166,12171,21337,Caldwell
1868,3012,4880,Polk
7039,11497,18536,Surry
2517,5978,8495,Macon
878,1404,2282,Clay
3374,5105,8479,Yadkin
8918,14570,23488,Onslow
3497,6935,10432,Richmond
20236,34303,54539,Buncombe
14319,24419,38738,Union
13473,20861,34334,Cabarrus
929,2042,2971,Washington
8324,13562,21886,Harnett
8165,13548,21713,Burke
5549,9403,14952,Granville
14760,24971,39731,Gaston
2581,5753,8334,Edgecombe
5025,8660,13685,Watauga
2408,4407,6815,Hoke
1884,4240,6124,Bertie
3491,5587,9078,Person
4143,9324,13467,Beaufort
14507,21096,35603,Catawba
2477,5761,8238,Jackson
81421,146624,228045,Wake
6424,12039,18463,Cleveland
5171,8393,13564,Sampson
3253,6195,9448,Columbus
1789,3543,5332,Caswell
1824,2643,4467,Yancey
4657,8537,13194,Lee
1643,3977,5620,Hertford
4428,10885,15313,Rockingham
58924,104761,163685,Mecklenburg
7211,10612,17823,Carteret
963,2145,3108,Swain
2337,3209,5546,Avery
4220,6575,10795,Vance
3160,7757,10917,Halifax
4031,7354,11385,Rutherford
5891,12483,18374,Nash
2099,4271,6370,Ashe
3218,5145,8363,Stokes
711,1462,2173,Graham
4359,7819,12178,Pender
8799,13744,22543,Craven
33954,62201,96155,Guilford
2017,3603,5620,Madison
9812,14977,24789,Chatham
19257,25452,44709,Pitt
11556,20263,31819,Moore
32562,49660,82222,Forsyth
12196,20981,33177,Iredell
2542,5180,7722,Transylvania
1901,3538,5439,Martin
972,3187,4159,Warren
751,1474,2225,Jones
5252,6876,12128,Davie
23824,36280,60104,Cumberland
3696,7265,10961,Mcdowell
2059,3758,5817,Cherokee
2071,3734,5805,Chowan
19449,28400,47849,Orange
3125,4962,8087,Alexander
33751,50450,84201,Durham
10802,16467,27269,Henderson
4776,8971,13747,Pasquotank
1334,2921,4255,Pamlico
1248,1738,2986,Mitchell
3067,4950,8017,Currituck
14869,27856,42725,Brunswick
11900,17653,29553,Davidson
4932,7808,12740,Franklin
6485,8709,15194,Dare
3228,5309,8537,Bladen
24967,37439,62406,New Hanover
1638,3451,5089,Anson
