Second Doses Administered,First Doses Administered,Total Doses Administered,County
9084,15462,24546,Robeson
1390,2962,4352,Perquimans
14811,28190,43001,Johnston
9118,16622,25740,Randolph
858,1416,2274,Hyde
1722,2313,4035,Alleghany
3279,6697,9976,Duplin
1158,2175,3333,Gates
7188,10714,17902,Haywood
4617,8455,13072,Stanly
24488,41554,66042,Missing
6628,12174,18802,Wilson
478,687,1165,Tyrrell
7205,14951,22156,Wayne
2369,4468,6837,Montgomery
5869,9620,15489,Lenoir
2787,5950,8737,Scotland
14462,26039,40501,Alamance
1061,2033,3094,Camden
2086,3033,5119,Greene
9674,16145,25819,Rowan
1704,3888,5592,Northampton
5096,9869,14965,Wilkes
6969,11241,18210,Lincoln
9456,13229,22685,Caldwell
2181,3694,5875,Polk
8077,12547,20624,Surry
2857,7311,10168,Macon
1021,1784,2805,Clay
3544,5836,9380,Yadkin
9639,17581,27220,Onslow
4314,7726,12040,Richmond
22999,38769,61768,Buncombe
16632,29587,46219,Union
14953,22819,37772,Cabarrus
1359,2188,3547,Washington
9070,15063,24133,Harnett
9625,14941,24566,Burke
6043,10446,16489,Granville
18070,28225,46295,Gaston
3460,6587,10047,Edgecombe
5690,9601,15291,Watauga
2806,4906,7712,Hoke
2295,4421,6716,Bertie
4075,6498,10573,Person
5414,10390,15804,Beaufort
15228,24722,39950,Catawba
2661,7320,9981,Jackson
94651,169211,263862,Wake
7975,14836,22811,Cleveland
5884,9682,15566,Sampson
3798,7156,10954,Columbus
2199,4222,6421,Caswell
1909,3264,5173,Yancey
6029,9506,15535,Lee
1744,4126,5870,Hertford
5143,12812,17955,Rockingham
77187,118821,196008,Mecklenburg
7822,12827,20649,Carteret
1085,2444,3529,Swain
2397,3302,5699,Avery
4483,7214,11697,Vance
3758,9046,12804,Halifax
4671,8655,13326,Rutherford
7003,14466,21469,Nash
2373,4704,7077,Ashe
4039,5837,9876,Stokes
973,1732,2705,Graham
5384,8904,14288,Pender
9806,16149,25955,Craven
42245,72101,114346,Guilford
2187,3965,6152,Madison
10868,16548,27416,Chatham
21741,28115,49856,Pitt
13313,23843,37156,Moore
37210,55966,93176,Forsyth
14363,23523,37886,Iredell
2900,5463,8363,Transylvania
2344,3852,6196,Martin
1334,3703,5037,Warren
939,1601,2540,Jones
5669,7487,13156,Davie
25418,39383,64801,Cumberland
4371,7456,11827,Mcdowell
2332,4615,6947,Cherokee
2260,3812,6072,Chowan
20859,31925,52784,Orange
3244,5688,8932,Alexander
37867,57466,95333,Durham
11562,18533,30095,Henderson
6052,9469,15521,Pasquotank
1749,3213,4962,Pamlico
1277,2198,3475,Mitchell
3317,5009,8326,Currituck
17888,31834,49722,Brunswick
13062,20127,33189,Davidson
5639,9259,14898,Franklin
6612,9656,16268,Dare
3585,5878,9463,Bladen
28628,41308,69936,New Hanover
2151,3706,5857,Anson
