Second Doses Administered,First Doses Administered,Total Doses Administered,County
9828,16044,25872,Robeson
1410,3079,4489,Perquimans
15902,29157,45059,Johnston
9354,17541,26895,Randolph
862,1431,2293,Hyde
1737,2342,4079,Alleghany
3816,7486,11302,Duplin
1168,2192,3360,Gates
7277,11026,18303,Haywood
4654,8684,13338,Stanly
25445,43163,68608,Missing
6687,12753,19440,Wilson
503,767,1270,Tyrrell
7370,15994,23364,Wayne
2406,4509,6915,Montgomery
6048,9936,15984,Lenoir
3227,5989,9216,Scotland
15447,27273,42720,Alamance
1080,2084,3164,Camden
2400,3156,5556,Greene
11032,16784,27816,Rowan
1922,4195,6117,Northampton
5727,10670,16397,Wilkes
7126,11657,18783,Lincoln
9611,13476,23087,Caldwell
2227,3737,5964,Polk
8180,12731,20911,Surry
3024,7759,10783,Macon
1062,1874,2936,Clay
3891,6345,10236,Yadkin
10247,18462,28709,Onslow
4343,7743,12086,Richmond
24348,41945,66293,Buncombe
17942,30318,48260,Union
15289,24358,39647,Cabarrus
1415,2286,3701,Washington
9498,15895,25393,Harnett
10130,15610,25740,Burke
6386,11064,17450,Granville
18336,29309,47645,Gaston
3636,6883,10519,Edgecombe
5807,10640,16447,Watauga
2971,5142,8113,Hoke
2328,4478,6806,Bertie
4369,6805,11174,Person
5575,10751,16326,Beaufort
15400,25097,40497,Catawba
2679,7531,10210,Jackson
100888,180707,281595,Wake
8324,15345,23669,Cleveland
6111,9979,16090,Sampson
3984,7661,11645,Columbus
2249,4304,6553,Caswell
2007,3396,5403,Yancey
6123,9607,15730,Lee
1884,4286,6170,Hertford
6158,13361,19519,Rockingham
79861,124916,204777,Mecklenburg
8416,13996,22412,Carteret
1089,2534,3623,Swain
2523,3596,6119,Avery
4661,8077,12738,Vance
4419,9524,13943,Halifax
4734,8837,13571,Rutherford
7414,15539,22953,Nash
2400,4841,7241,Ashe
4100,5989,10089,Stokes
1065,1761,2826,Graham
5728,9277,15005,Pender
10155,18882,29037,Craven
43304,77717,121021,Guilford
2247,4081,6328,Madison
11383,16869,28252,Chatham
21893,30708,52601,Pitt
13659,24034,37693,Moore
38494,58850,97344,Forsyth
15261,24578,39839,Iredell
2953,6157,9110,Transylvania
2572,4499,7071,Martin
1641,3948,5589,Warren
974,1774,2748,Jones
5750,7723,13473,Davie
25899,41095,66994,Cumberland
4773,8539,13312,Mcdowell
2422,4798,7220,Cherokee
2281,3837,6118,Chowan
21748,33627,55375,Orange
3281,5850,9131,Alexander
39114,60676,99790,Durham
12093,19858,31951,Henderson
6293,9521,15814,Pasquotank
1823,3412,5235,Pamlico
1283,2245,3528,Mitchell
3348,5028,8376,Currituck
19225,33452,52677,Brunswick
13698,21113,34811,Davidson
5965,9786,15751,Franklin
7367,9873,17240,Dare
3650,6001,9651,Bladen
30102,43240,73342,New Hanover
2253,3726,5979,Anson
