Second Doses Administered,First Doses Administered,Total Doses Administered,County
10838,17578,28416,Robeson
1499,3400,4899,Perquimans
17700,32347,50047,Johnston
10833,19387,30220,Randolph
962,1590,2552,Hyde
1846,2659,4505,Alleghany
4452,8023,12475,Duplin
1216,2398,3614,Gates
7870,13063,20933,Haywood
5521,9492,15013,Stanly
27581,49228,76809,Missing
7682,13706,21388,Wilson
563,906,1469,Tyrrell
8291,17693,25984,Wayne
3015,4970,7985,Montgomery
6777,10844,17621,Lenoir
4164,6169,10333,Scotland
17753,30271,48024,Alamance
1143,2208,3351,Camden
2556,3588,6144,Greene
12333,18124,30457,Rowan
2255,4665,6920,Northampton
6215,11442,17657,Wilkes
7664,13522,21186,Lincoln
10169,14561,24730,Caldwell
2380,4072,6452,Polk
9047,13990,23037,Surry
3410,9571,12981,Macon
1132,2053,3185,Clay
4273,6740,11013,Yadkin
11585,19846,31431,Onslow
5483,8604,14087,Richmond
26356,48169,74525,Buncombe
19644,34551,54195,Union
16637,27926,44563,Cabarrus
1497,2422,3919,Washington
10312,17616,27928,Harnett
10487,17119,27606,Burke
7031,11984,19015,Granville
20334,33835,54169,Gaston
4346,7821,12167,Edgecombe
6088,12576,18664,Watauga
3370,5462,8832,Hoke
2476,4686,7162,Bertie
4526,7552,12078,Person
6464,11931,18395,Beaufort
16938,28021,44959,Catawba
3088,8941,12029,Jackson
111824,204632,316456,Wake
8913,18151,27064,Cleveland
6443,11041,17484,Sampson
4536,8497,13033,Columbus
2639,4783,7422,Caswell
2174,3831,6005,Yancey
6353,11081,17434,Lee
2148,4921,7069,Hertford
7169,15991,23160,Rockingham
86484,150413,236897,Mecklenburg
8627,15870,24497,Carteret
1450,2742,4192,Swain
2607,3888,6495,Avery
5015,8922,13937,Vance
5186,10575,15761,Halifax
5386,10308,15694,Rutherford
8774,17509,26283,Nash
2613,6001,8614,Ashe
4461,6688,11149,Stokes
1139,1850,2989,Graham
6418,10379,16797,Pender
11461,20622,32083,Craven
49524,89408,138932,Guilford
2951,4623,7574,Madison
12516,18184,30700,Chatham
22891,34758,57649,Pitt
15481,25956,41437,Moore
41314,66340,107654,Forsyth
16571,26862,43433,Iredell
3165,7845,11010,Transylvania
2844,4933,7777,Martin
1971,4194,6165,Warren
1017,2009,3026,Jones
6212,8545,14757,Davie
28878,43333,72211,Cumberland
5144,9113,14257,Mcdowell
2947,5187,8134,Cherokee
2434,4042,6476,Chowan
23824,37668,61492,Orange
3630,6401,10031,Alexander
42197,68588,110785,Durham
12421,22679,35100,Henderson
6791,10041,16832,Pasquotank
2171,3664,5835,Pamlico
1341,2517,3858,Mitchell
3408,5151,8559,Currituck
23081,36952,60033,Brunswick
14445,23337,37782,Davidson
6547,10595,17142,Franklin
7391,10222,17613,Dare
4000,6361,10361,Bladen
32482,47684,80166,New Hanover
2588,4123,6711,Anson
