Second Doses Administered,First Doses Administered,Total Doses Administered,County
11143,18122,29265,Robeson
1527,3457,4984,Perquimans
19115,33107,52222,Johnston
10997,20443,31440,Randolph
967,1632,2599,Hyde
1851,2778,4629,Alleghany
4606,8266,12872,Duplin
1238,2411,3649,Gates
7941,13403,21344,Haywood
5568,9849,15417,Stanly
28399,51121,79520,Missing
7772,14487,22259,Wilson
569,923,1492,Tyrrell
8539,18426,26965,Wayne
3028,5138,8166,Montgomery
6880,11086,17966,Lenoir
4275,6669,10944,Scotland
18354,31208,49562,Alamance
1151,2221,3372,Camden
2562,3773,6335,Greene
12869,18609,31478,Rowan
2373,4773,7146,Northampton
6707,12117,18824,Wilkes
7974,13881,21855,Lincoln
10332,14998,25330,Caldwell
2435,4342,6777,Polk
9086,14796,23882,Surry
3432,9869,13301,Macon
1177,2115,3292,Clay
4310,7198,11508,Yadkin
12099,20463,32562,Onslow
5593,8946,14539,Richmond
27094,51003,78097,Buncombe
19910,35890,55800,Union
16853,29350,46203,Cabarrus
1530,2472,4002,Washington
10585,18071,28656,Harnett
11145,17294,28439,Burke
7490,12418,19908,Granville
20466,34848,55314,Gaston
4462,8106,12568,Edgecombe
6249,13775,20024,Watauga
3482,5626,9108,Hoke
2507,4751,7258,Bertie
4757,7793,12550,Person
6714,12357,19071,Beaufort
17323,28341,45664,Catawba
3096,9159,12255,Jackson
115133,211276,326409,Wake
9139,18513,27652,Cleveland
6685,11548,18233,Sampson
4707,9027,13734,Columbus
2686,4838,7524,Caswell
2242,4081,6323,Yancey
6429,11167,17596,Lee
2181,5006,7187,Hertford
7891,16241,24132,Rockingham
88334,157264,245598,Mecklenburg
9256,16798,26054,Carteret
1450,2764,4214,Swain
2643,4077,6720,Avery
5197,9155,14352,Vance
5485,11065,16550,Halifax
5496,10544,16040,Rutherford
9014,18624,27638,Nash
2671,6137,8808,Ashe
4520,6808,11328,Stokes
1162,1860,3022,Graham
6526,10709,17235,Pender
11529,21302,32831,Craven
50149,95163,145312,Guilford
2986,5184,8170,Madison
12793,18412,31205,Chatham
22936,36398,59334,Pitt
15630,26095,41725,Moore
42328,68268,110596,Forsyth
17026,27199,44225,Iredell
3280,8261,11541,Transylvania
2861,5118,7979,Martin
2031,4483,6514,Warren
1025,2036,3061,Jones
6266,8648,14914,Davie
30119,44628,74747,Cumberland
5810,9600,15410,McDowell
3041,5353,8394,Cherokee
2450,4072,6522,Chowan
24840,38725,63565,Orange
3630,6898,10528,Alexander
42924,71024,113948,Durham
13014,24096,37110,Henderson
6874,10133,17007,Pasquotank
2209,3757,5966,Pamlico
1350,2690,4040,Mitchell
3412,5267,8679,Currituck
23818,38043,61861,Brunswick
14612,24193,38805,Davidson
6662,10981,17643,Franklin
7684,10728,18412,Dare
4045,6647,10692,Bladen
32970,49652,82622,New Hanover
2667,4180,6847,Anson
