Second Doses Administered,First Doses Administered,Total Doses Administered,County
11707,19130,30837,Robeson
1754,3560,5314,Perquimans
20330,35295,55625,Johnston
11636,22149,33785,Randolph
1038,1683,2721,Hyde
1926,3028,4954,Alleghany
4998,8769,13767,Duplin
1336,2592,3928,Gates
8412,13661,22073,Haywood
5738,10263,16001,Stanly
30366,55077,85443,Missing
8659,15377,24036,Wilson
594,963,1557,Tyrrell
9843,19693,29536,Wayne
3076,5228,8304,Montgomery
7354,11704,19058,Lenoir
4422,6900,11322,Scotland
20516,34387,54903,Alamance
1224,2302,3526,Camden
2633,4294,6927,Greene
13384,19380,32764,Rowan
2556,5061,7617,Northampton
7181,12483,19664,Wilkes
8614,14937,23551,Lincoln
11240,15876,27116,Caldwell
2486,4750,7236,Polk
9214,15884,25098,Surry
4446,10379,14825,Macon
1197,2258,3455,Clay
4385,7423,11808,Yadkin
12620,21230,33850,Onslow
5862,9386,15248,Richmond
30591,56279,86870,Buncombe
21405,38160,59565,Union
18541,31177,49718,Cabarrus
1647,2590,4237,Washington
11828,18871,30699,Harnett
12297,17659,29956,Burke
7964,12790,20754,Granville
21618,37716,59334,Gaston
5034,8979,14013,Edgecombe
6360,14832,21192,Watauga
3752,6047,9799,Hoke
2705,5164,7869,Bertie
4941,8306,13247,Person
7309,12990,20299,Beaufort
18744,30226,48970,Catawba
4580,9429,14009,Jackson
127980,231996,359976,Wake
9853,19071,28924,Cleveland
7364,12487,19851,Sampson
5036,9709,14745,Columbus
2855,5208,8063,Caswell
2328,4340,6668,Yancey
7360,12908,20268,Lee
2502,5347,7849,Hertford
8709,17297,26006,Rockingham
94777,172277,267054,Mecklenburg
9438,17465,26903,Carteret
1762,2772,4534,Swain
2707,4309,7016,Avery
5651,9513,15164,Vance
5988,12173,18161,Halifax
5579,11756,17335,Rutherford
10141,20198,30339,Nash
2821,6723,9544,Ashe
4716,7687,12403,Stokes
1271,1868,3139,Graham
7120,11788,18908,Pender
12415,22401,34816,Craven
55750,110728,166478,Guilford
3223,5419,8642,Madison
13557,19662,33219,Chatham
24093,39239,63332,Pitt
17326,27577,44903,Moore
44603,79165,123768,Forsyth
18582,30056,48638,Iredell
3735,8860,12595,Transylvania
3073,5383,8456,Martin
2335,4618,6953,Warren
1261,2124,3385,Jones
6376,9383,15759,Davie
32271,46708,78979,Cumberland
6257,9888,16145,McDowell
3132,5626,8758,Cherokee
2537,4488,7025,Chowan
26552,43159,69711,Orange
4128,7160,11288,Alexander
46357,78873,125230,Durham
14013,25295,39308,Henderson
7173,10508,17681,Pasquotank
2494,3932,6426,Pamlico
1369,2914,4283,Mitchell
3501,5552,9053,Currituck
25288,40466,65754,Brunswick
15964,26342,42306,Davidson
7561,11558,19119,Franklin
7706,12194,19900,Dare
4398,6938,11336,Bladen
35372,54340,89712,New Hanover
2817,4417,7234,Anson
