Second Doses Administered,First Doses Administered,Total Doses Administered,County
11841,19838,31679,Robeson
1999,3668,5667,Perquimans
21052,37102,58154,Johnston
11754,23527,35281,Randolph
1072,1757,2829,Hyde
1935,3164,5099,Alleghany
5106,9097,14203,Duplin
1376,2677,4053,Gates
8852,14263,23115,Haywood
6256,10561,16817,Stanly
32001,57427,89428,Missing
8845,16259,25104,Wilson
598,1086,1684,Tyrrell
10053,20737,30790,Wayne
3114,5425,8539,Montgomery
7533,11910,19443,Lenoir
4576,7603,12179,Scotland
21313,35975,57288,Alamance
1289,2343,3632,Camden
2656,4702,7358,Greene
13658,20359,34017,Rowan
2580,5292,7872,Northampton
7194,12640,19834,Wilkes
9017,15540,24557,Lincoln
11353,16679,28032,Caldwell
2497,5145,7642,Polk
9360,16945,26305,Surry
5379,10467,15846,Macon
1200,2370,3570,Clay
4413,7559,11972,Yadkin
12639,22153,34792,Onslow
6143,9728,15871,Richmond
31827,60360,92187,Buncombe
24405,39223,63628,Union
19094,32797,51891,Cabarrus
1674,2662,4336,Washington
12401,20050,32451,Harnett
12363,19075,31438,Burke
8044,13551,21595,Granville
23224,39194,62418,Gaston
5064,9442,14506,Edgecombe
7437,15412,22849,Watauga
3866,6224,10090,Hoke
2761,5297,8058,Bertie
5054,8886,13940,Person
7810,13685,21495,Beaufort
19044,31570,50614,Catawba
4601,10127,14728,Jackson
133788,243670,377458,Wake
10042,19746,29788,Cleveland
7554,13034,20588,Sampson
5168,10624,15792,Columbus
2884,5322,8206,Caswell
2340,4736,7076,Yancey
7424,13170,20594,Lee
2529,5558,8087,Hertford
8853,18479,27332,Rockingham
101054,182515,283569,Mecklenburg
9483,19408,28891,Carteret
1765,2982,4747,Swain
2734,4954,7688,Avery
5683,10169,15852,Vance
6143,12937,19080,Halifax
5641,12616,18257,Rutherford
10290,20835,31125,Nash
2910,7132,10042,Ashe
4760,8025,12785,Stokes
1275,1964,3239,Graham
7240,12171,19411,Pender
12767,23894,36661,Craven
57705,119919,177624,Guilford
3230,5633,8863,Madison
13706,20303,34009,Chatham
24863,40447,65310,Pitt
17727,28612,46339,Moore
45896,84164,130060,Forsyth
18887,31073,49960,Iredell
3801,9463,13264,Transylvania
3180,5587,8767,Martin
2384,5014,7398,Warren
1277,2196,3473,Jones
6451,9661,16112,Davie
33978,48350,82328,Cumberland
6268,10521,16789,McDowell
3136,5960,9096,Cherokee
2588,4551,7139,Chowan
27157,45367,72524,Orange
4323,7870,12193,Alexander
47757,82945,130702,Durham
14358,27176,41534,Henderson
7257,10880,18137,Pasquotank
2602,4176,6778,Pamlico
1533,3115,4648,Mitchell
3529,5850,9379,Currituck
25856,42452,68308,Brunswick
16574,28052,44626,Davidson
7999,12262,20261,Franklin
8000,12786,20786,Dare
4474,7365,11839,Bladen
37195,56568,93763,New Hanover
2953,4765,7718,Anson
