Second Doses Administered,First Doses Administered,Total Doses Administered,County
11851,20277,32128,Robeson
2000,3668,5668,Perquimans
21344,37904,59248,Johnston
11897,23810,35707,Randolph
1072,1758,2830,Hyde
1935,3170,5105,Alleghany
5111,9462,14573,Duplin
1378,2686,4064,Gates
8868,14315,23183,Haywood
6309,10669,16978,Stanly
32730,58363,91093,Missing
8869,16480,25349,Wilson
599,1086,1685,Tyrrell
10085,21588,31673,Wayne
3121,5442,8563,Montgomery
7541,12043,19584,Lenoir
4585,7860,12445,Scotland
21501,38048,59549,Alamance
1289,2344,3633,Camden
2656,4771,7427,Greene
13782,20497,34279,Rowan
2584,5393,7977,Northampton
7355,13943,21298,Wilkes
9926,15702,25628,Lincoln
11402,16966,28368,Caldwell
2516,5221,7737,Polk
9372,16994,26366,Surry
5383,10951,16334,Macon
1200,2402,3602,Clay
4423,8005,12428,Yadkin
12644,22196,34840,Onslow
6151,9738,15889,Richmond
32124,62221,94345,Buncombe
26467,39621,66088,Union
19836,34123,53959,Cabarrus
1675,2667,4342,Washington
12617,20420,33037,Harnett
12399,19409,31808,Burke
8086,13683,21769,Granville
23597,39364,62961,Gaston
5070,9637,14707,Edgecombe
7442,15540,22982,Watauga
3901,6287,10188,Hoke
2761,5324,8085,Bertie
5081,8944,14025,Person
7811,13771,21582,Beaufort
19700,31800,51500,Catawba
4607,10489,15096,Jackson
138654,253687,392341,Wake
10607,19829,30436,Cleveland
7579,13161,20740,Sampson
5175,10897,16072,Columbus
2887,5348,8235,Caswell
2341,4747,7088,Yancey
7452,13262,20714,Lee
2529,5682,8211,Hertford
8926,18730,27656,Rockingham
104232,186701,290933,Mecklenburg
9490,19436,28926,Carteret
1765,2986,4751,Swain
2735,4957,7692,Avery
5695,10246,15941,Vance
6148,13366,19514,Halifax
5687,12645,18332,Rutherford
10339,21275,31614,Nash
2916,7159,10075,Ashe
4781,8086,12867,Stokes
1275,1966,3241,Graham
7267,12497,19764,Pender
12770,24432,37202,Craven
60872,124209,185081,Guilford
3232,5656,8888,Madison
13775,20543,34318,Chatham
24890,42108,66998,Pitt
18235,28968,47203,Moore
46657,85721,132378,Forsyth
19836,32362,52198,Iredell
3836,9514,13350,Transylvania
3182,5630,8812,Martin
2388,5047,7435,Warren
1277,2221,3498,Jones
6483,9726,16209,Davie
34019,48867,82886,Cumberland
6281,10695,16976,McDowell
3137,5981,9118,Cherokee
2591,4559,7150,Chowan
27514,47178,74692,Orange
4456,8374,12830,Alexander
48845,85859,134704,Durham
15308,27410,42718,Henderson
7258,10889,18147,Pasquotank
2603,4280,6883,Pamlico
1535,3174,4709,Mitchell
3530,5856,9386,Currituck
25910,42915,68825,Brunswick
17702,28293,45995,Davidson
8068,12387,20455,Franklin
8003,12796,20799,Dare
4477,7411,11888,Bladen
37510,57129,94639,New Hanover
2988,4895,7883,Anson
