Second Doses Administered,First Doses Administered,Total Doses Administered,County
11923,20499,32422,Robeson
2528,3686,6214,Perquimans
21431,38408,59839,Johnston
12896,24011,36907,Randolph
1074,1779,2853,Hyde
1941,3186,5127,Alleghany
5134,9619,14753,Duplin
1382,2702,4084,Gates
8892,14819,23711,Haywood
6484,10843,17327,Stanly
33431,59674,93105,Missing
8880,16752,25632,Wilson
599,1090,1689,Tyrrell
10103,22017,32120,Wayne
3149,5469,8618,Montgomery
7606,12192,19798,Lenoir
4632,8072,12704,Scotland
21872,38529,60401,Alamance
1292,2420,3712,Camden
2693,4833,7526,Greene
13845,20742,34587,Rowan
2614,5458,8072,Northampton
7369,14039,21408,Wilkes
10063,15897,25960,Lincoln
11508,17115,28623,Caldwell
2533,5364,7897,Polk
9385,17011,26396,Surry
5386,11520,16906,Macon
1200,2407,3607,Clay
4432,8058,12490,Yadkin
12663,22688,35351,Onslow
6194,9787,15981,Richmond
32704,63705,96409,Buncombe
26820,40029,66849,Union
20299,34822,55121,Cabarrus
1683,2692,4375,Washington
12739,20598,33337,Harnett
12450,19493,31943,Burke
8122,13746,21868,Granville
23953,40312,64265,Gaston
5088,9885,14973,Edgecombe
7687,15713,23400,Watauga
3934,6363,10297,Hoke
2956,5367,8323,Bertie
5144,9172,14316,Person
7852,13872,21724,Beaufort
20167,32512,52679,Catawba
4612,10592,15204,Jackson
139637,257459,397096,Wake
11286,19935,31221,Cleveland
7730,13241,20971,Sampson
5248,11163,16411,Columbus
2921,5385,8306,Caswell
2344,4872,7216,Yancey
7467,13291,20758,Lee
2559,5737,8296,Hertford
9174,19034,28208,Rockingham
106932,190914,297846,Mecklenburg
9504,19493,28997,Carteret
1765,2987,4752,Swain
2748,4959,7707,Avery
5752,10317,16069,Vance
6317,13510,19827,Halifax
5769,13023,18792,Rutherford
10376,21655,32031,Nash
2947,7171,10118,Ashe
4816,8160,12976,Stokes
1275,1991,3266,Graham
7368,12688,20056,Pender
12818,24494,37312,Craven
61527,126766,188293,Guilford
3251,5687,8938,Madison
13812,20686,34498,Chatham
25309,43169,68478,Pitt
18388,29004,47392,Moore
47391,87427,134818,Forsyth
20526,33450,53976,Iredell
3840,9745,13585,Transylvania
3230,5764,8994,Martin
2420,5083,7503,Warren
1278,2223,3501,Jones
6508,9876,16384,Davie
34040,48977,83017,Cumberland
6286,10737,17023,McDowell
3164,6137,9301,Cherokee
2609,4642,7251,Chowan
27670,47609,75279,Orange
4479,8576,13055,Alexander
49691,87056,136747,Durham
15368,27670,43038,Henderson
7318,10956,18274,Pasquotank
2615,4314,6929,Pamlico
1540,3355,4895,Mitchell
3576,6053,9629,Currituck
26830,43866,70696,Brunswick
17901,28683,46584,Davidson
8093,12482,20575,Franklin
8015,13895,21910,Dare
4487,7518,12005,Bladen
38161,58390,96551,New Hanover
3040,4960,8000,Anson
