Second Doses Administered,First Doses Administered,Total Doses Administered,County
12042,20746,32788,Robeson
2637,3704,6341,Perquimans
21527,38708,60235,Johnston
13461,24217,37678,Randolph
1075,1782,2857,Hyde
1992,3197,5189,Alleghany
5156,9683,14839,Duplin
1482,2793,4275,Gates
8907,14874,23781,Haywood
6514,11016,17530,Stanly
34061,60387,94448,Missing
9007,16865,25872,Wilson
616,1116,1732,Tyrrell
10420,22082,32502,Wayne
3168,5503,8671,Montgomery
7645,12408,20053,Lenoir
4648,8139,12787,Scotland
22381,39242,61623,Alamance
1292,2532,3824,Camden
2717,4893,7610,Greene
13916,20921,34837,Rowan
2704,5520,8224,Northampton
7449,14071,21520,Wilkes
10234,15997,26231,Lincoln
11798,17458,29256,Caldwell
2538,5382,7920,Polk
9468,17062,26530,Surry
5781,11532,17313,Macon
1211,2425,3636,Clay
4468,8094,12562,Yadkin
12712,22740,35452,Onslow
6434,9981,16415,Richmond
33740,64422,98162,Buncombe
27365,40559,67924,Union
20747,35194,55941,Cabarrus
1762,2716,4478,Washington
12897,20722,33619,Harnett
12512,19594,32106,Burke
8187,13788,21975,Granville
24200,40940,65140,Gaston
5126,10058,15184,Edgecombe
7813,15788,23601,Watauga
4007,6442,10449,Hoke
2963,5434,8397,Bertie
5170,9242,14412,Person
8152,14088,22240,Beaufort
20700,32844,53544,Catawba
4624,10621,15245,Jackson
141072,262172,403244,Wake
11352,20383,31735,Cleveland
7740,13268,21008,Sampson
5529,11422,16951,Columbus
2976,5401,8377,Caswell
2345,4872,7217,Yancey
8202,13581,21783,Lee
2565,5764,8329,Hertford
9293,19180,28473,Rockingham
108738,194050,302788,Mecklenburg
9526,19562,29088,Carteret
1833,2989,4822,Swain
2759,4969,7728,Avery
5859,10372,16231,Vance
6491,13763,20254,Halifax
5834,13114,18948,Rutherford
10611,21900,32511,Nash
3261,7184,10445,Ashe
4868,8340,13208,Stokes
1301,1995,3296,Graham
7435,12918,20353,Pender
12980,25119,38099,Craven
62999,128918,191917,Guilford
3263,5737,9000,Madison
13919,20858,34777,Chatham
25545,43924,69469,Pitt
18952,29470,48422,Moore
48349,88993,137342,Forsyth
20604,33595,54199,Iredell
3887,9773,13660,Transylvania
3244,5817,9061,Martin
2629,5120,7749,Warren
1286,2235,3521,Jones
6553,10029,16582,Davie
34409,49295,83704,Cumberland
6288,10744,17032,McDowell
3293,6153,9446,Cherokee
2614,4686,7300,Chowan
27877,48395,76272,Orange
4501,8613,13114,Alexander
50700,88272,138972,Durham
15470,28211,43681,Henderson
7350,11005,18355,Pasquotank
2700,4330,7030,Pamlico
1543,3374,4917,Mitchell
3589,6201,9790,Currituck
27650,44708,72358,Brunswick
18084,29069,47153,Davidson
8165,12567,20732,Franklin
8021,13908,21929,Dare
4615,7547,12162,Bladen
38317,60124,98441,New Hanover
3089,5076,8165,Anson
