Second Doses Administered,First Doses Administered,Total Doses Administered,County
16911,23775,40686,Robeson
3211,4003,7214,Perquimans
30394,49517,79911,Johnston
20197,29403,49600,Randolph
1500,2213,3713,Hyde
2578,3655,6233,Alleghany
7797,11800,19597,Duplin
1853,2987,4840,Gates
11662,18050,29712,Haywood
9460,13809,23269,Stanly
47268,73715,120983,Missing
13132,19856,32988,Wilson
860,1205,2065,Tyrrell
17538,25721,43259,Wayne
4598,6848,11446,Montgomery
10451,14607,25058,Lenoir
6157,9456,15613,Scotland
31206,51223,82429,Alamance
1809,2741,4550,Camden
3644,5844,9488,Greene
18341,25900,44241,Rowan
4247,6117,10364,Northampton
11511,15671,27182,Wilkes
13927,19019,32946,Lincoln
14560,21277,35837,Caldwell
4060,6152,10212,Polk
13923,20113,34036,Surry
8049,13332,21381,Macon
2003,2806,4809,Clay
6541,9966,16507,Yadkin
19388,27238,46626,Onslow
8555,11652,20207,Richmond
49641,81097,130738,Buncombe
36693,49457,86150,Union
28914,42071,70985,Cabarrus
2192,3065,5257,Washington
17282,24734,42016,Harnett
16665,23211,39876,Burke
11531,16625,28156,Granville
35008,49010,84018,Gaston
7094,12188,19282,Edgecombe
10890,19792,30682,Watauga
5146,7689,12835,Hoke
4147,6314,10461,Bertie
7118,11400,18518,Person
10939,15912,26851,Beaufort
28884,39101,67985,Catawba
8354,13076,21430,Jackson
206619,354609,561228,Wake
18130,24025,42155,Cleveland
10060,15651,25711,Sampson
8408,12944,21352,Columbus
4542,6710,11252,Caswell
3517,5480,8997,Yancey
11959,16261,28220,Lee
3676,6309,9985,Hertford
14815,24065,38880,Rockingham
158084,244396,402480,Mecklenburg
16673,22580,39253,Carteret
2539,3420,5959,Swain
3826,5963,9789,Avery
8587,11991,20578,Vance
10326,15586,25912,Halifax
9590,15170,24760,Rutherford
15790,26309,42099,Nash
5232,8342,13574,Ashe
6458,9898,16356,Stokes
1756,2144,3900,Graham
10227,16064,26291,Pender
21440,29568,51008,Craven
103148,160602,263750,Guilford
4442,7559,12001,Madison
16974,24440,41414,Chatham
33073,52168,85241,Pitt
25672,33968,59640,Moore
67357,111137,178494,Forsyth
26570,39229,65799,Iredell
7035,11080,18115,Transylvania
4121,6533,10654,Martin
3922,6091,10013,Warren
1916,2709,4625,Jones
8047,11962,20009,Davie
43442,56728,100170,Cumberland
8423,13525,21948,McDowell
5109,7307,12416,Cherokee
3533,5049,8582,Chowan
37463,62283,99746,Orange
6357,10025,16382,Alexander
70509,111541,182050,Durham
21310,35636,56946,Henderson
9278,11905,21183,Pasquotank
3636,4975,8611,Pamlico
2320,3963,6283,Mitchell
4616,7327,11943,Currituck
37460,52789,90249,Brunswick
24844,35931,60775,Davidson
11322,15737,27059,Franklin
10047,16599,26646,Dare
6116,8406,14522,Bladen
51072,71433,122505,New Hanover
4161,5915,10076,Anson
