Second Doses Administered,First Doses Administered,Total Doses Administered,County
19527,24935,44462,Robeson
3391,4086,7477,Perquimans
36843,54030,90873,Johnston
24658,31324,55982,Randolph
1709,2313,4022,Hyde
2975,3745,6720,Alleghany
8656,12405,21061,Duplin
2317,3076,5393,Gates
13547,20039,33586,Haywood
10363,15132,25495,Stanly
54841,84360,139201,Missing
15241,21302,36543,Wilson
1036,1227,2263,Tyrrell
20589,27576,48165,Wayne
5254,7231,12485,Montgomery
11916,15309,27225,Lenoir
7600,9755,17355,Scotland
40077,55072,95149,Alamance
2199,2835,5034,Camden
4547,6102,10649,Greene
21308,28434,49742,Rowan
5071,6338,11409,Northampton
13828,16570,30398,Wilkes
15657,21205,36862,Lincoln
17184,22290,39474,Caldwell
5181,6455,11636,Polk
16649,20603,37252,Surry
9880,13972,23852,Macon
2313,2898,5211,Clay
8491,10421,18912,Yadkin
22211,28623,50834,Onslow
9468,12045,21513,Richmond
62291,89863,152154,Buncombe
41149,59167,100316,Union
33580,50480,84060,Cabarrus
2493,3159,5652,Washington
20213,26503,46716,Harnett
20000,24930,44930,Burke
13242,18006,31248,Granville
39772,53943,93715,Gaston
8945,13035,21980,Edgecombe
12742,21111,33853,Watauga
5926,8102,14028,Hoke
4994,6491,11485,Bertie
8632,12301,20933,Person
12729,16396,29125,Beaufort
32421,43424,75845,Catawba
9793,13710,23503,Jackson
262996,402939,665935,Wake
20284,25303,45587,Cleveland
11944,16509,28453,Sampson
10323,13430,23753,Columbus
5258,7039,12297,Caswell
4593,5692,10285,Yancey
13201,17448,30649,Lee
5034,6549,11583,Hertford
19120,25388,44508,Rockingham
189263,303790,493053,Mecklenburg
19603,23746,43349,Carteret
2876,3540,6416,Swain
4582,6110,10692,Avery
9688,12839,22527,Vance
12478,16183,28661,Halifax
11839,15861,27700,Rutherford
19547,28047,47594,Nash
6115,8667,14782,Ashe
7951,10722,18673,Stokes
1861,2205,4066,Graham
12337,17356,29693,Pender
25141,30605,55746,Craven
133363,175783,309146,Guilford
4956,8015,12971,Madison
19677,25763,45440,Chatham
40173,54176,94349,Pitt
29215,35054,64269,Moore
81505,121590,203095,Forsyth
31522,44160,75682,Iredell
8013,11855,19868,Transylvania
5316,6884,12200,Martin
4663,6664,11327,Warren
2203,2772,4975,Jones
9278,12800,22078,Davie
48195,60272,108467,Cumberland
10018,14178,24196,McDowell
5981,7667,13648,Cherokee
3871,5102,8973,Chowan
47007,67987,114994,Orange
8029,10531,18560,Alexander
86475,124421,210896,Durham
24998,38227,63225,Henderson
9925,12407,22332,Pasquotank
4200,5120,9320,Pamlico
2843,4283,7126,Mitchell
5332,7757,13089,Currituck
43534,55723,99257,Brunswick
29941,39255,69196,Davidson
13136,17812,30948,Franklin
12185,17989,30174,Dare
7110,8737,15847,Bladen
58958,80029,138987,New Hanover
4845,6428,11273,Anson
