Second Doses Administered,First Doses Administered,Total Doses Administered,County
19755,25078,44833,Robeson
3394,4097,7491,Perquimans
37451,54262,91713,Johnston
24870,31373,56243,Randolph
1713,2351,4064,Hyde
3000,3752,6752,Alleghany
8981,12467,21448,Duplin
2427,3082,5509,Gates
13671,20099,33770,Haywood
10709,15162,25871,Stanly
55804,84837,140641,Missing
15715,21386,37101,Wilson
1045,1228,2273,Tyrrell
21490,27703,49193,Wayne
5272,7239,12511,Montgomery
12145,15378,27523,Lenoir
7695,9812,17507,Scotland
41241,55266,96507,Alamance
2217,2838,5055,Camden
4665,6128,10793,Greene
21445,28647,50092,Rowan
5200,6368,11568,Northampton
13846,16599,30445,Wilkes
15815,21358,37173,Lincoln
17619,22347,39966,Caldwell
5184,6455,11639,Polk
16769,20613,37382,Surry
9897,13979,23876,Macon
2339,2915,5254,Clay
8515,10444,18959,Yadkin
22979,28744,51723,Onslow
9994,12058,22052,Richmond
63686,90075,153761,Buncombe
42039,59637,101676,Union
34190,50875,85065,Cabarrus
2507,3161,5668,Washington
20561,26645,47206,Harnett
20108,24959,45067,Burke
13284,18068,31352,Granville
39921,54154,94075,Gaston
9156,13082,22238,Edgecombe
12895,21174,34069,Watauga
6021,8124,14145,Hoke
5023,6624,11647,Bertie
8712,12344,21056,Person
12977,16414,29391,Beaufort
32798,43799,76597,Catawba
10168,13723,23891,Jackson
266646,406118,672764,Wake
20621,25329,45950,Cleveland
12088,16585,28673,Sampson
10428,13634,24062,Columbus
5289,7058,12347,Caswell
4599,5741,10340,Yancey
13417,17634,31051,Lee
5055,6571,11626,Hertford
19568,25419,44987,Rockingham
192366,307081,499447,Mecklenburg
19654,23804,43458,Carteret
3026,3540,6566,Swain
4586,6111,10697,Avery
9734,12856,22590,Vance
12712,16256,28968,Halifax
11973,15956,27929,Rutherford
19889,28099,47988,Nash
6269,8714,14983,Ashe
8027,10760,18787,Stokes
1872,2205,4077,Graham
12633,17467,30100,Pender
25387,30702,56089,Craven
136641,176141,312782,Guilford
5009,8023,13032,Madison
19844,25826,45670,Chatham
41209,54312,95521,Pitt
29262,35088,64350,Moore
83503,122466,205969,Forsyth
33026,44389,77415,Iredell
8030,11885,19915,Transylvania
5362,6911,12273,Martin
4918,6689,11607,Warren
2209,2788,4997,Jones
9423,12899,22322,Davie
48980,60351,109331,Cumberland
10030,14195,24225,McDowell
6143,7681,13824,Cherokee
3893,5107,9000,Chowan
47755,68329,116084,Orange
8072,10545,18617,Alexander
87672,124916,212588,Durham
25083,38361,63444,Henderson
10089,12424,22513,Pasquotank
4215,5135,9350,Pamlico
2847,4317,7164,Mitchell
5459,7784,13243,Currituck
44477,55941,100418,Brunswick
30262,39445,69707,Davidson
13220,17932,31152,Franklin
12199,17994,30193,Dare
7286,8750,16036,Bladen
59432,80651,140083,New Hanover
4978,6478,11456,Anson
