Second Doses Administered,First Doses Administered,Total Doses Administered,County
20170,25413,45583,Robeson
3493,4136,7629,Perquimans
38444,54835,93279,Johnston
25877,31693,57570,Randolph
1849,2363,4212,Hyde
3034,3755,6789,Alleghany
9639,12506,22145,Duplin
2512,3132,5644,Gates
13817,20299,34116,Haywood
11293,15332,26625,Stanly
58370,86238,144608,Missing
16351,21473,37824,Wilson
1053,1234,2287,Tyrrell
22239,27923,50162,Wayne
5659,7316,12975,Montgomery
12524,15463,27987,Lenoir
7948,9924,17872,Scotland
42938,55669,98607,Alamance
2278,2849,5127,Camden
4793,6168,10961,Greene
22629,29092,51721,Rowan
5419,6418,11837,Northampton
13922,16733,30655,Wilkes
16227,21658,37885,Lincoln
18100,22535,40635,Caldwell
5389,6489,11878,Polk
18358,20734,39092,Surry
10517,14079,24596,Macon
2430,2925,5355,Clay
8784,10490,19274,Yadkin
24284,28971,53255,Onslow
10084,12210,22294,Richmond
66297,91114,157411,Buncombe
43634,61041,104675,Union
35627,51918,87545,Cabarrus
2550,3180,5730,Washington
20982,27091,48073,Harnett
21289,25167,46456,Burke
14616,18292,32908,Granville
42153,54929,97082,Gaston
9510,13148,22658,Edgecombe
13335,21322,34657,Watauga
6176,8213,14389,Hoke
5351,6707,12058,Bertie
9200,12560,21760,Person
13240,16543,29783,Beaufort
34307,44324,78631,Catawba
10350,13898,24248,Jackson
279765,412817,692582,Wake
21452,25535,46987,Cleveland
12639,16742,29381,Sampson
10827,13722,24549,Columbus
5514,7108,12622,Caswell
4614,5746,10360,Yancey
13925,17833,31758,Lee
5178,6669,11847,Hertford
19972,25745,45717,Rockingham
201801,316779,518580,Mecklenburg
20376,23862,44238,Carteret
3042,3574,6616,Swain
4731,6191,10922,Avery
10477,12992,23469,Vance
13287,16384,29671,Halifax
12754,16039,28793,Rutherford
20405,28438,48843,Nash
6319,8736,15055,Ashe
8357,10900,19257,Stokes
1944,2219,4163,Graham
13303,17642,30945,Pender
25882,30819,56701,Craven
139206,177752,316958,Guilford
5401,8053,13454,Madison
20272,25931,46203,Chatham
42492,54594,97086,Pitt
30468,35449,65917,Moore
86544,123632,210176,Forsyth
33810,44755,78565,Iredell
8290,11965,20255,Transylvania
5496,6967,12463,Martin
5045,6744,11789,Warren
2279,2824,5103,Jones
9591,13067,22658,Davie
50061,60805,110866,Cumberland
10119,14241,24360,McDowell
6286,7738,14024,Cherokee
3992,5137,9129,Chowan
49716,68762,118478,Orange
8414,10605,19019,Alexander
90987,126382,217369,Durham
26868,38479,65347,Henderson
10166,12497,22663,Pasquotank
4348,5169,9517,Pamlico
2990,4322,7312,Mitchell
5661,7838,13499,Currituck
45464,56164,101628,Brunswick
31605,39783,71388,Davidson
13802,18141,31943,Franklin
12236,18096,30332,Dare
7520,8821,16341,Bladen
61126,81004,142130,New Hanover
5102,6562,11664,Anson
