Second Doses Administered,First Doses Administered,Total Doses Administered,County
20972,25687,46659,Robeson
3498,4140,7638,Perquimans
40757,55367,96124,Johnston
26202,31972,58174,Randolph
1868,2366,4234,Hyde
3136,3779,6915,Alleghany
9878,12568,22446,Duplin
2530,3139,5669,Gates
14627,20491,35118,Haywood
11432,15428,26860,Stanly
60594,88072,148666,Missing
16523,21728,38251,Wilson
1068,1239,2307,Tyrrell
22519,28088,50607,Wayne
5862,7352,13214,Montgomery
12698,15559,28257,Lenoir
8392,9953,18345,Scotland
44024,56242,100266,Alamance
2288,2860,5148,Camden
4957,6209,11166,Greene
23017,29510,52527,Rowan
5466,6434,11900,Northampton
14437,16776,31213,Wilkes
16454,22016,38470,Lincoln
18273,22637,40910,Caldwell
5457,6519,11976,Polk
18442,20803,39245,Surry
10701,14134,24835,Macon
2491,2947,5438,Clay
8885,10596,19481,Yadkin
25152,29429,54581,Onslow
10129,12229,22358,Richmond
68092,92325,160417,Buncombe
44744,62186,106930,Union
36920,53321,90241,Cabarrus
2593,3185,5778,Washington
21491,27381,48872,Harnett
21661,25240,46901,Burke
14763,18542,33305,Granville
42957,55639,98596,Gaston
9684,13262,22946,Edgecombe
13640,21369,35009,Watauga
6312,8261,14573,Hoke
5421,6719,12140,Bertie
9740,12627,22367,Person
13396,16569,29965,Beaufort
34540,44589,79129,Catawba
10396,13918,24314,Jackson
292933,417462,710395,Wake
21691,25814,47505,Cleveland
12913,16860,29773,Sampson
11306,13743,25049,Columbus
5708,7158,12866,Caswell
4720,5768,10488,Yancey
14021,17863,31884,Lee
5361,6696,12057,Hertford
20712,25884,46596,Rockingham
211048,326357,537405,Mecklenburg
20617,23994,44611,Carteret
3045,3577,6622,Swain
4872,6267,11139,Avery
10676,13077,23753,Vance
13455,16417,29872,Halifax
13010,16110,29120,Rutherford
20639,28616,49255,Nash
6479,8793,15272,Ashe
8448,10959,19407,Stokes
1948,2219,4167,Graham
13586,17727,31313,Pender
26032,30893,56925,Craven
140055,179780,319835,Guilford
5646,8123,13769,Madison
21041,26104,47145,Chatham
43236,54776,98012,Pitt
30769,35488,66257,Moore
88373,124496,212869,Forsyth
34324,45113,79437,Iredell
8602,12036,20638,Transylvania
5619,6993,12612,Martin
5097,6757,11854,Warren
2296,2827,5123,Jones
9668,13136,22804,Davie
50919,61274,112193,Cumberland
11294,14415,25709,McDowell
6447,7774,14221,Cherokee
4021,5147,9168,Chowan
51270,69180,120450,Orange
8556,10636,19192,Alexander
93697,127888,221585,Durham
27682,38828,66510,Henderson
10185,12525,22710,Pasquotank
4501,5181,9682,Pamlico
3124,4338,7462,Mitchell
5783,7862,13645,Currituck
46748,56396,103144,Brunswick
32087,40321,72408,Davidson
14223,18362,32585,Franklin
14122,18228,32350,Dare
7638,8854,16492,Bladen
62008,81312,143320,New Hanover
5287,6595,11882,Anson
